attack_technique_id,attack_technique,mitigation_id,mitigation,mitigation_desc,controls
T1216,Signed Script Proxy Execution,CM2038,Monitor Command Line Use,Monitor command line interface use for common utilities (part of the system or installed by an adversary) and suspicious behavior.,IR-4(13) | SI-4(13) | SI-4(2) | SI-4(4)
T1217,Browser Bookmark Discovery,CM2015,Process Monitoring,Monitor the behavior of processes for indications of unusual unauthorized or suspicious use.,AU-6 | IR-4(13) | SI-4(2)
T1217,Browser Bookmark Discovery,CM2020,Application- or Utility-Specific Monitoring,Monitor and analyze events in the context of a specific application or utility.,IR-4(13) | SI-4(2)
T1218,Signed Binary Proxy Execution,CM1119,Minimize Local Functionality,Construct or configure systems or applications to minimize their inherent functionality.,CM-7(2) | SC-25
T1218,Signed Binary Proxy Execution,CM1131,Active Deception,Maintain an internal deception environment divert suspicious traffic to that environment and interact with and analyze behavior to determine whether it is malicious and whether to investigate adversary TTPs.,AC-4(3) | IR-4(2) | IR-4(3) | SC-26 | SC-30(4) | SC-7(21) | SI-3(10)
T1218,Signed Binary Proxy Execution,CM1132,Quarantine or Delete Suspicious Files,Move and make inaccessible or delete suspicious files.,CM-7(6) | SI-14 | SI-14(2) | SR-4(3)
T1218,Signed Binary Proxy Execution,CM2015,Process Monitoring,Monitor the behavior of processes for indications of unusual unauthorized or suspicious use.,AU-6 | IR-4(13) | SI-4(2)
T1218,Signed Binary Proxy Execution,CM2020,Application- or Utility-Specific Monitoring,Monitor and analyze events in the context of a specific application or utility.,IR-4(13) | SI-4(2)
T1219,Remote Access Software,CM1104,Passive Decoys,Use a factitious system or resource to decoy adversary attacks away from operational resources to increase the adversary's workload or to observe adversary activities.,SC-26 | SC-29
T1219,Remote Access Software,CM1115,Lock Down Thin Nodes,Minimize local functionality and disallow writable storage.,SC-25 | SC-34 | SC-34(1)
T1219,Remote Access Software,CM2002,Inspect and Analyze Network Traffic,Analyze network traffic for unusual data flows. Traffic inspection and analysis can be performed at the enterprise boundary at internal boundaries between enclaves or within enclaves.,AC-2(12) | AU-6 | IR-4(13) | SI-4(10) | SI-4(18) | SI-4(2) | SI-4(4)
T1219,Remote Access Software,CM2041,Analyze Network Traffic Content,Analyze the contents of network traffic.,IR-4(13) | SI-4(10) | SI-4(25)
T1220,XSL Script Processing,CM1119,Minimize Local Functionality,Construct or configure systems or applications to minimize their inherent functionality.,CM-7(2) | SC-25
T1220,XSL Script Processing,CM1132,Quarantine or Delete Suspicious Files,Move and make inaccessible or delete suspicious files.,CM-7(6) | SI-14 | SI-14(2) | SR-4(3)
T1220,XSL Script Processing,CM2015,Process Monitoring,Monitor the behavior of processes for indications of unusual unauthorized or suspicious use.,AU-6 | IR-4(13) | SI-4(2)
T1221,Template Injection,CM1104,Passive Decoys,Use a factitious system or resource to decoy adversary attacks away from operational resources to increase the adversary's workload or to observe adversary activities.,SC-26 | SC-29
T1221,Template Injection,CM2020,Application- or Utility-Specific Monitoring,Monitor and analyze events in the context of a specific application or utility.,IR-4(13) | SI-4(2)
T1222,File and Directory Permissions Modification,CM2004,Monitor Logs,Monitor system and application logs for anomalous or suspicious behavior.,AU-6 | IR-4(13) | SI-4(11) | SI-4(2)
T1222,File and Directory Permissions Modification,CM2033,Monitor the File System,Monitor the file system to identify the unexpected presence and atypical use of specific types of files or atypical patterns of access.,IR-4(13) | SI-4(2) | SI-4(24)
T1480,Execution Guardrails,CM1131,Active Deception,Maintain an internal deception environment divert suspicious traffic to that environment and interact with and analyze behavior to determine whether it is malicious and whether to investigate adversary TTPs.,AC-4(3) | IR-4(2) | IR-4(3) | SC-26 | SC-30(4) | SC-7(21) | SI-3(10)
T1482,Domain Trust Discovery,CM1101,Present Deceptive Information,Present deceptive information about systems data processes and users. Monitor uses or search for presence of that information.,SC-30(4) | SI-20
T1482,Domain Trust Discovery,CM2015,Process Monitoring,Monitor the behavior of processes for indications of unusual unauthorized or suspicious use.,AU-6 | IR-4(13) | SI-4(2)
T1482,Domain Trust Discovery,CM2020,Application- or Utility-Specific Monitoring,Monitor and analyze events in the context of a specific application or utility.,IR-4(13) | SI-4(2)
T1484,Domain Policy Modification,CM1104,Passive Decoys,Use a factitious system or resource to decoy adversary attacks away from operational resources to increase the adversary's workload or to observe adversary activities.,SC-26 | SC-29
T1484,Domain Policy Modification,CM1149,Lock Down Visibility or Access,Restrict the visibility of or access to data based on the nature or attributes of that data.,AC-3(11)
T1484,Domain Policy Modification,CM2005,Analyze Logs,Analyze logs (individually or with some correlation across logs) for anomalous or suspicious patterns of behavior.,AC-2(12) | SI-4(13) | SI-4(16)
T1485,Data Destruction,CM1116,Dynamic Data Location,Dynamically move data resources.,SC-30(3)
T1485,Data Destruction,CM1122,Perform Mission Damage Assessment,Determine the mission consequences of adversary activities (e.g. which resources can be relied on; how quickly how completely and with what confidence mission-essential services data and communications can be restored from backups or alternative resources).,CP-2(8) | RA-9 | SI-4(1) | SI-7 | SI-7(1)
T1485,Data Destruction,CM1130,Validate Data Quality,Validate data quality (e.g. integrity consistency correctness).,SA-9(7) | SI-7(1)
T1485,Data Destruction,CM1138,Switch to Alternative Data Sources,Switch to one or more alternative data sources to ensure adequate data quality or rebuild destroyed data.,IR-4(2) | SI-22
T1485,Data Destruction,CM1139,Dynamically Reprovision,Reconfigure or reallocate resources to route around damage.,AC-4(3) | IR-4(2) | SC-7(20)
T1485,Data Destruction,CM1141,Reconstruct Compromised Assets,Reconstruct assets (e.g. files software components) that have been damaged destroyed or modified in a way that makes them suspect.,CP-9 | IR-4(9) | SC-36 | SI-22 | SI-23
T1485,Data Destruction,CM1142,Switch to Protected Hot Shadow,Switch (failover) to a duplicate system in a protected enclave that subject to additional quality controls on data and software updates mirrors the system that has been compromised.,AC-4(2) | AC-4(8) | CP-2(5) | CP-9(6) | IR-4(2)
T1485,Data Destruction,CM2015,Process Monitoring,Monitor the behavior of processes for indications of unusual unauthorized or suspicious use.,AU-6 | IR-4(13) | SI-4(2)
T1486,Data Encrypted for Impact,CM1104,Passive Decoys,Use a factitious system or resource to decoy adversary attacks away from operational resources to increase the adversary's workload or to observe adversary activities.,SC-26 | SC-29
T1486,Data Encrypted for Impact,CM1114,Fragment Information,Fragment information and distribute it across multiple locations.,SI-23
T1486,Data Encrypted for Impact,CM1116,Dynamic Data Location,Dynamically move data resources.,SC-30(3)
T1486,Data Encrypted for Impact,CM1122,Perform Mission Damage Assessment,Determine the mission consequences of adversary activities (e.g. which resources can be relied on; how quickly how completely and with what confidence mission-essential services data and communications can be restored from backups or alternative resources).,CP-2(8) | RA-9 | SI-4(1) | SI-7 | SI-7(1)
T1486,Data Encrypted for Impact,CM1138,Switch to Alternative Data Sources,Switch to one or more alternative data sources to ensure adequate data quality or rebuild destroyed data.,IR-4(2) | SI-22
T1486,Data Encrypted for Impact,CM1139,Dynamically Reprovision,Reconfigure or reallocate resources to route around damage.,AC-4(3) | IR-4(2) | SC-7(20)
T1486,Data Encrypted for Impact,CM1141,Reconstruct Compromised Assets,Reconstruct assets (e.g. files software components) that have been damaged destroyed or modified in a way that makes them suspect.,CP-9 | IR-4(9) | SC-36 | SI-22 | SI-23
T1486,Data Encrypted for Impact,CM1142,Switch to Protected Hot Shadow,Switch (failover) to a duplicate system in a protected enclave that subject to additional quality controls on data and software updates mirrors the system that has been compromised.,AC-4(2) | AC-4(8) | CP-2(5) | CP-9(6) | IR-4(2)
T1486,Data Encrypted for Impact,CM2015,Process Monitoring,Monitor the behavior of processes for indications of unusual unauthorized or suspicious use.,AU-6 | IR-4(13) | SI-4(2)
T1489,Service Stop,CM1122,Perform Mission Damage Assessment,Determine the mission consequences of adversary activities (e.g. which resources can be relied on; how quickly how completely and with what confidence mission-essential services data and communications can be restored from backups or alternative resources).,CP-2(8) | RA-9 | SI-4(1) | SI-7 | SI-7(1)
T1489,Service Stop,CM2015,Process Monitoring,Monitor the behavior of processes for indications of unusual unauthorized or suspicious use.,AU-6 | IR-4(13) | SI-4(2)
T1489,Service Stop,CM2044,Monitor Platform Status,Monitor the status of platforms (e.g. user endpoints servers network devices).,IR-4(13) | SI-4(2)
T1490,Inhibit System Recovery,CM1122,Perform Mission Damage Assessment,Determine the mission consequences of adversary activities (e.g. which resources can be relied on; how quickly how completely and with what confidence mission-essential services data and communications can be restored from backups or alternative resources).,CP-2(8) | RA-9 | SI-4(1) | SI-7 | SI-7(1)
T1490,Inhibit System Recovery,CM1143,Switch to Alternate System or Component,Switch (failover) to another system or system component that provides approximately the same functionality in a different way.,CP-2(5) | IR-4(2) | SA-17(9) | SC-22 | SC-29
T1490,Inhibit System Recovery,CM1144,Activate Alternate,Activate an alternate system or system component (e.g. from a war-time reserve) that provides approximately the same function in a novel or specialized way and failover.,CP-2(5) | IR-4(2) | SA-17(9) | SA-20 | SA-23 | SC-29
T1490,Inhibit System Recovery,CM1145,Defend Failover and Recovery,Increase sensor activity and restrict privileges to defend against an adversary taking advantage of failover or recovery activities.,AC-2(6) | IR-4(2) | IR-4(3) | SC-48 | SC-48(1) | SC-7(20) | SI-4(1)
T1490,Inhibit System Recovery,CM2015,Process Monitoring,Monitor the behavior of processes for indications of unusual unauthorized or suspicious use.,AU-6 | IR-4(13) | SI-4(2)
T1490,Inhibit System Recovery,CM2033,Monitor the File System,Monitor the file system to identify the unexpected presence and atypical use of specific types of files or atypical patterns of access.,IR-4(13) | SI-4(2) | SI-4(24)
T1491,Defacement,CM1104,Passive Decoys,Use a factitious system or resource to decoy adversary attacks away from operational resources to increase the adversary's workload or to observe adversary activities.,SC-26 | SC-29
T1491,Defacement,CM1116,Dynamic Data Location,Dynamically move data resources.,SC-30(3)
T1491,Defacement,CM1130,Validate Data Quality,Validate data quality (e.g. integrity consistency correctness).,SA-9(7) | SI-7(1)
T1491,Defacement,CM2015,Process Monitoring,Monitor the behavior of processes for indications of unusual unauthorized or suspicious use.,AU-6 | IR-4(13) | SI-4(2)
T1495,Firmware Corruption,CM1143,Switch to Alternate System or Component,Switch (failover) to another system or system component that provides approximately the same functionality in a different way.,CP-2(5) | IR-4(2) | SA-17(9) | SC-22 | SC-29
T1495,Firmware Corruption,CM1144,Activate Alternate,Activate an alternate system or system component (e.g. from a war-time reserve) that provides approximately the same function in a novel or specialized way and failover.,CP-2(5) | IR-4(2) | SA-17(9) | SA-20 | SA-23 | SC-29
T1495,Firmware Corruption,CM1145,Defend Failover and Recovery,Increase sensor activity and restrict privileges to defend against an adversary taking advantage of failover or recovery activities.,AC-2(6) | IR-4(2) | IR-4(3) | SC-48 | SC-48(1) | SC-7(20) | SI-4(1)
T1495,Firmware Corruption,CM1154,Hardware-Based Protection of Firmware,Use hardware-based protections for firmware.,SC-51
T1496,Resource Hijacking,CM1121,Dynamically Disable or Suspend,Terminate processes or disable capabilities upon triggering conditions.,AC-2(8) | SC-15(1)
T1496,Resource Hijacking,CM1139,Dynamically Reprovision,Reconfigure or reallocate resources to route around damage.,AC-4(3) | IR-4(2) | SC-7(20)
T1496,Resource Hijacking,CM2044,Monitor Platform Status,Monitor the status of platforms (e.g. user endpoints servers network devices).,IR-4(13) | SI-4(2)
T1496,Resource Hijacking,CM2047,Monitor Network Usage,Monitor network usage for anomalous behavior.,IR-4(13) | SI-4(11) | SI-4(13)
T1497,Virtualization/Sandbox Evasion,CM1102,Maintain Deception Environment,Maintain a distinct subsystem or a set of components specifically designed to be the target of malicious attacks for detecting deflecting and analyzing such attacks.,SC-26 | SC-30(4) | SC-7(21)
T1497,Virtualization/Sandbox Evasion,CM1123,Active Decoys,Use one or more factitious systems or other resources to identify malicious sites interact with the adversary actively probe for malicious code and observe adversary TTPs.,SC-26 | SC-35 | SC-44
T1498,Network Denial of Service,CM1108,Dynamically Restrict Traffic or Isolate Resources,Dynamically reconfigure networks to restrict network traffic or isolate resources.,AU-5(3) | IR-4(2) | SC-7(20)
T1498,Network Denial of Service,CM1143,Switch to Alternate System or Component,Switch (failover) to another system or system component that provides approximately the same functionality in a different way.,CP-2(5) | IR-4(2) | SA-17(9) | SC-22 | SC-29
T1498,Network Denial of Service,CM1147,Defend Against DoS,Adapt to reduce the impacts of denial-of-service attacks.,SC-5(2) | SC-5(3)
T1498,Network Denial of Service,CM2047,Monitor Network Usage,Monitor network usage for anomalous behavior.,IR-4(13) | SI-4(11) | SI-4(13)
T1499,Endpoint Denial of Service,CM1102,Maintain Deception Environment,Maintain a distinct subsystem or a set of components specifically designed to be the target of malicious attacks for detecting deflecting and analyzing such attacks.,SC-26 | SC-30(4) | SC-7(21)
T1499,Endpoint Denial of Service,CM1108,Dynamically Restrict Traffic or Isolate Resources,Dynamically reconfigure networks to restrict network traffic or isolate resources.,AU-5(3) | IR-4(2) | SC-7(20)
T1499,Endpoint Denial of Service,CM1118,Partition Host,Partition a host (e.g. server endpoint system) into separate logical domains.,SC-2 | SC-2(1) | SC-32 | SC-32(1)
T1499,Endpoint Denial of Service,CM1122,Perform Mission Damage Assessment,Determine the mission consequences of adversary activities (e.g. which resources can be relied on; how quickly how completely and with what confidence mission-essential services data and communications can be restored from backups or alternative resources).,CP-2(8) | RA-9 | SI-4(1) | SI-7 | SI-7(1)
T1499,Endpoint Denial of Service,CM1147,Defend Against DoS,Adapt to reduce the impacts of denial-of-service attacks.,SC-5(2) | SC-5(3)
T1499,Endpoint Denial of Service,CM2047,Monitor Network Usage,Monitor network usage for anomalous behavior.,IR-4(13) | SI-4(11) | SI-4(13)
T1505,Server Software Component,CM2005,Analyze Logs,Analyze logs (individually or with some correlation across logs) for anomalous or suspicious patterns of behavior.,AC-2(12) | SI-4(13) | SI-4(16)
T1505,Server Software Component,CM2015,Process Monitoring,Monitor the behavior of processes for indications of unusual unauthorized or suspicious use.,AU-6 | IR-4(13) | SI-4(2)
T1518,Software Discovery,CM1115,Lock Down Thin Nodes,Minimize local functionality and disallow writable storage.,SC-25 | SC-34 | SC-34(1)
T1518,Software Discovery,CM2015,Process Monitoring,Monitor the behavior of processes for indications of unusual unauthorized or suspicious use.,AU-6 | IR-4(13) | SI-4(2)
T1525,Implant Internal Image,CM1134,Refresh Selected Applications or Components,Refresh software firmware or data from a trusted source.,SI-14(1) | SI-14(2)
T1525,Implant Internal Image,CM2021,Account Monitoring,Monitor and analyze activity associated with user accounts for indications of unusual or suspicious use.,AC-2(12) | IR-4(13) | SI-4(2)
T1525,Implant Internal Image,CM2033,Monitor the File System,Monitor the file system to identify the unexpected presence and atypical use of specific types of files or atypical patterns of access.,IR-4(13) | SI-4(2) | SI-4(24)
T1526,Cloud Service Discovery,CM1101,Present Deceptive Information,Present deceptive information about systems data processes and users. Monitor uses or search for presence of that information.,SC-30(4) | SI-20
T1526,Cloud Service Discovery,CM1104,Passive Decoys,Use a factitious system or resource to decoy adversary attacks away from operational resources to increase the adversary's workload or to observe adversary activities.,SC-26 | SC-29
T1526,Cloud Service Discovery,CM2020,Application- or Utility-Specific Monitoring,Monitor and analyze events in the context of a specific application or utility.,IR-4(13) | SI-4(2)
T1528,Steal Application Access Token,CM1159,Enhance User Preparedness,Keep users administrators and operators aware of existing and emerging threats and attack techniques that they can counter in practice.,AT-2(1) | AT-2(3) | AT-2(5) | AT-3(3)
T1528,Steal Application Access Token,CM2048,Hunt for Malicious Processes,Hunt for applications or processes that display specific malicious or suspect behaviors.,IR-5
T1529,System Shutdown/Reboot,CM1104,Passive Decoys,Use a factitious system or resource to decoy adversary attacks away from operational resources to increase the adversary's workload or to observe adversary activities.,SC-26 | SC-29
T1529,System Shutdown/Reboot,CM1122,Perform Mission Damage Assessment,Determine the mission consequences of adversary activities (e.g. which resources can be relied on; how quickly how completely and with what confidence mission-essential services data and communications can be restored from backups or alternative resources).,CP-2(8) | RA-9 | SI-4(1) | SI-7 | SI-7(1)
T1529,System Shutdown/Reboot,CM1143,Switch to Alternate System or Component,Switch (failover) to another system or system component that provides approximately the same functionality in a different way.,CP-2(5) | IR-4(2) | SA-17(9) | SC-22 | SC-29
T1529,System Shutdown/Reboot,CM2015,Process Monitoring,Monitor the behavior of processes for indications of unusual unauthorized or suspicious use.,AU-6 | IR-4(13) | SI-4(2)
T1530,Data from Cloud Storage Object,CM1126,Enhanced Authentication,Use situation-specific risk- adaptive or out-of-band authentication.,CP-13 | IA-10 | IA-2(13) | SC-47
T1530,Data from Cloud Storage Object,CM2016,Cloud Account Monitoring,Monitor activity associated with cloud accounts for indications of unusual unauthorized or suspicious use.,AC-2(12)
T1531,Account Access Removal,CM1117,Dynamic Account Management,Dynamically update an account's authorizations or privileges.,AC-2(6) | AC-2(8)
T1531,Account Access Removal,CM1140,Use Alternate Communications,Use alternative communications paths.,AC-7(4) | SC-47
T1531,Account Access Removal,CM2015,Process Monitoring,Monitor the behavior of processes for indications of unusual unauthorized or suspicious use.,AU-6 | IR-4(13) | SI-4(2)
T1534,Internal Spearphishing,CM1101,Present Deceptive Information,Present deceptive information about systems data processes and users. Monitor uses or search for presence of that information.,SC-30(4) | SI-20
T1534,Internal Spearphishing,CM1159,Enhance User Preparedness,Keep users administrators and operators aware of existing and emerging threats and attack techniques that they can counter in practice.,AT-2(1) | AT-2(3) | AT-2(5) | AT-3(3)
T1534,Internal Spearphishing,CM2020,Application- or Utility-Specific Monitoring,Monitor and analyze events in the context of a specific application or utility.,IR-4(13) | SI-4(2)
T1535,Unused/Unsupported Cloud Regions,CM2004,Monitor Logs,Monitor system and application logs for anomalous or suspicious behavior.,AU-6 | IR-4(13) | SI-4(11) | SI-4(2)
T1537,Transfer Data to Cloud Account,CM1112,Covert Signaling,Use hidden logic to enable exfiltrated data to signal its location or embed hidden data that can be the subject of a search.,SI-20
T1537,Transfer Data to Cloud Account,CM1113,Present Decoy Data,Present plausible but factitious data assets to attract the adversary. Monitor uses of those assets or search for the presence of decoy information.,SC-26 | SC-30(4) | SI-20
T1537,Transfer Data to Cloud Account,CM1114,Fragment Information,Fragment information and distribute it across multiple locations.,SI-23
T1537,Transfer Data to Cloud Account,CM2016,Cloud Account Monitoring,Monitor activity associated with cloud accounts for indications of unusual unauthorized or suspicious use.,AC-2(12)
T1538,Cloud Service Dashboard,CM2004,Monitor Logs,Monitor system and application logs for anomalous or suspicious behavior.,AU-6 | IR-4(13) | SI-4(11) | SI-4(2)
T1539,Steal Web Session Cookie,CM1124,Minimize Data Retention or Lifespan,Minimize the lifespan or retention of data and ensure that deleted data cannot be retrieved.,SC-23(3) | SI-14(2) | SI-21
T1542,Pre-OS Boot,CM1134,Refresh Selected Applications or Components,Refresh software firmware or data from a trusted source.,SI-14(1) | SI-14(2)
T1542,Pre-OS Boot,CM1154,Hardware-Based Protection of Firmware,Use hardware-based protections for firmware.,SC-51
T1542,Pre-OS Boot,CM2019,Endpoint Scrutiny,Scrutinize the contents and behavior patterns of an endpoint system.,IR-4(12)
T1542,Pre-OS Boot,CM2022,Host-Local Event Correlation,Correlate and analyze events occurring on a single host.,IR-4(13) | SI-4(16)
T1543,Create or Modify System Process,CM1104,Passive Decoys,Use a factitious system or resource to decoy adversary attacks away from operational resources to increase the adversary's workload or to observe adversary activities.,SC-26 | SC-29
T1543,Create or Modify System Process,CM1134,Refresh Selected Applications or Components,Refresh software firmware or data from a trusted source.,SI-14(1) | SI-14(2)
T1543,Create or Modify System Process,CM2009,Software Integrity Check,Perform integrity checks (e.g. using checksums hashes or digital signatures) on software software certificates or metadata.,CM-14 | SI-7 | SI-7(1) | SI-7(6) | SR-4(3)
T1546,Event Triggered Execution,CM1104,Passive Decoys,Use a factitious system or resource to decoy adversary attacks away from operational resources to increase the adversary's workload or to observe adversary activities.,SC-26 | SC-29
T1546,Event Triggered Execution,CM1134,Refresh Selected Applications or Components,Refresh software firmware or data from a trusted source.,SI-14(1) | SI-14(2)
T1546,Event Triggered Execution,CM2009,Software Integrity Check,Perform integrity checks (e.g. using checksums hashes or digital signatures) on software software certificates or metadata.,CM-14 | SI-7 | SI-7(1) | SI-7(6) | SR-4(3)
T1546,Event Triggered Execution,CM2015,Process Monitoring,Monitor the behavior of processes for indications of unusual unauthorized or suspicious use.,AU-6 | IR-4(13) | SI-4(2)
T1546,Event Triggered Execution,CM2035,Monitor Specific Files,Monitor the use of specific files or directories for anomalous or suspicious uses or access attempts.,AU-6
T1547,Boot or Logon Autostart Execution,CM1102,Maintain Deception Environment,Maintain a distinct subsystem or a set of components specifically designed to be the target of malicious attacks for detecting deflecting and analyzing such attacks.,SC-26 | SC-30(4) | SC-7(21)
T1547,Boot or Logon Autostart Execution,CM1104,Passive Decoys,Use a factitious system or resource to decoy adversary attacks away from operational resources to increase the adversary's workload or to observe adversary activities.,SC-26 | SC-29
T1547,Boot or Logon Autostart Execution,CM1115,Lock Down Thin Nodes,Minimize local functionality and disallow writable storage.,SC-25 | SC-34 | SC-34(1)
T1547,Boot or Logon Autostart Execution,CM1134,Refresh Selected Applications or Components,Refresh software firmware or data from a trusted source.,SI-14(1) | SI-14(2)
T1547,Boot or Logon Autostart Execution,CM2044,Monitor Platform Status,Monitor the status of platforms (e.g. user endpoints servers network devices).,IR-4(13) | SI-4(2)
T1548,Abuse Elevation Control Mechanism,CM1118,Partition Host,Partition a host (e.g. server endpoint system) into separate logical domains.,SC-2 | SC-2(1) | SC-32 | SC-32(1)
T1548,Abuse Elevation Control Mechanism,CM2005,Analyze Logs,Analyze logs (individually or with some correlation across logs) for anomalous or suspicious patterns of behavior.,AC-2(12) | SI-4(13) | SI-4(16)
T1548,Abuse Elevation Control Mechanism,CM2033,Monitor the File System,Monitor the file system to identify the unexpected presence and atypical use of specific types of files or atypical patterns of access.,IR-4(13) | SI-4(2) | SI-4(24)
T1550,Use Alternate Authentication Material,CM1124,Minimize Data Retention or Lifespan,Minimize the lifespan or retention of data and ensure that deleted data cannot be retrieved.,SC-23(3) | SI-14(2) | SI-21
T1550,Use Alternate Authentication Material,CM1126,Enhanced Authentication,Use situation-specific risk- adaptive or out-of-band authentication.,CP-13 | IA-10 | IA-2(13) | SC-47
T1550,Use Alternate Authentication Material,CM2013,Cross Enterprise Account Usage Analysis,Analyze user account usage across the enterprise for anomalies or suspicious behavior.,AU-6(3) | SI-4(16)
T1552,Unsecured Credentials,CM1101,Present Deceptive Information,Present deceptive information about systems data processes and users. Monitor uses or search for presence of that information.,SC-30(4) | SI-20
T1552,Unsecured Credentials,CM1118,Partition Host,Partition a host (e.g. server endpoint system) into separate logical domains.,SC-2 | SC-2(1) | SC-32 | SC-32(1)
T1552,Unsecured Credentials,CM2018,Cross-Enterprise Behavior Analysis,Correlate and analyze the behavior of multiple systems.,AU-6(3) | AU-6(5)
T1553,Subvert Trust Controls,CM1119,Minimize Local Functionality,Construct or configure systems or applications to minimize their inherent functionality.,CM-7(2) | SC-25
T1553,Subvert Trust Controls,CM1124,Minimize Data Retention or Lifespan,Minimize the lifespan or retention of data and ensure that deleted data cannot be retrieved.,SC-23(3) | SI-14(2) | SI-21
T1553,Subvert Trust Controls,CM1131,Active Deception,Maintain an internal deception environment divert suspicious traffic to that environment and interact with and analyze behavior to determine whether it is malicious and whether to investigate adversary TTPs.,AC-4(3) | IR-4(2) | IR-4(3) | SC-26 | SC-30(4) | SC-7(21) | SI-3(10)
T1553,Subvert Trust Controls,CM2005,Analyze Logs,Analyze logs (individually or with some correlation across logs) for anomalous or suspicious patterns of behavior.,AC-2(12) | SI-4(13) | SI-4(16)
T1553,Subvert Trust Controls,CM2009,Software Integrity Check,Perform integrity checks (e.g. using checksums hashes or digital signatures) on software software certificates or metadata.,CM-14 | SI-7 | SI-7(1) | SI-7(6) | SR-4(3)
T1554,Compromise Client Software Binary,CM1115,Lock Down Thin Nodes,Minimize local functionality and disallow writable storage.,SC-25 | SC-34 | SC-34(1)
T1554,Compromise Client Software Binary,CM2009,Software Integrity Check,Perform integrity checks (e.g. using checksums hashes or digital signatures) on software software certificates or metadata.,CM-14 | SI-7 | SI-7(1) | SI-7(6) | SR-4(3)
T1554,Compromise Client Software Binary,CM2019,Endpoint Scrutiny,Scrutinize the contents and behavior patterns of an endpoint system.,IR-4(12)
T1555,Credentials from Password Stores,CM1101,Present Deceptive Information,Present deceptive information about systems data processes and users. Monitor uses or search for presence of that information.,SC-30(4) | SI-20
T1555,Credentials from Password Stores,CM2033,Monitor the File System,Monitor the file system to identify the unexpected presence and atypical use of specific types of files or atypical patterns of access.,IR-4(13) | SI-4(2) | SI-4(24)
T1556,Modify Authentication Process,CM1126,Enhanced Authentication,Use situation-specific risk- adaptive or out-of-band authentication.,CP-13 | IA-10 | IA-2(13) | SC-47
T1556,Modify Authentication Process,CM2018,Cross-Enterprise Behavior Analysis,Correlate and analyze the behavior of multiple systems.,AU-6(3) | AU-6(5)
T1556,Modify Authentication Process,CM2021,Account Monitoring,Monitor and analyze activity associated with user accounts for indications of unusual or suspicious use.,AC-2(12) | IR-4(13) | SI-4(2)
T1557,Adversary-in-the-Middle,CM1131,Active Deception,Maintain an internal deception environment divert suspicious traffic to that environment and interact with and analyze behavior to determine whether it is malicious and whether to investigate adversary TTPs.,AC-4(3) | IR-4(2) | IR-4(3) | SC-26 | SC-30(4) | SC-7(21) | SI-3(10)
T1557,Adversary-in-the-Middle,CM2002,Inspect and Analyze Network Traffic,Analyze network traffic for unusual data flows. Traffic inspection and analysis can be performed at the enterprise boundary at internal boundaries between enclaves or within enclaves.,AC-2(12) | AU-6 | IR-4(13) | SI-4(10) | SI-4(18) | SI-4(2) | SI-4(4)
T1558,Steal or Forge Kerberos Tickets,CM1113,Present Decoy Data,Present plausible but factitious data assets to attract the adversary. Monitor uses of those assets or search for the presence of decoy information.,SC-26 | SC-30(4) | SI-20
T1559,Inter-Process Communication,CM1131,Active Deception,Maintain an internal deception environment divert suspicious traffic to that environment and interact with and analyze behavior to determine whether it is malicious and whether to investigate adversary TTPs.,AC-4(3) | IR-4(2) | IR-4(3) | SC-26 | SC-30(4) | SC-7(21) | SI-3(10)
T1559,Inter-Process Communication,CM2040,Monitor Use of Libraries and Utilities,Monitor the use of libraries and utilities that are commonly used to support adversary actions.,IR-4(13) | SI-4(13) | SI-4(2) | SI-4(4)
T1559,Inter-Process Communication,CM2047,Monitor Network Usage,Monitor network usage for anomalous behavior.,IR-4(13) | SI-4(11) | SI-4(13)
T1560,Archive Collected Data,CM2033,Monitor the File System,Monitor the file system to identify the unexpected presence and atypical use of specific types of files or atypical patterns of access.,IR-4(13) | SI-4(2) | SI-4(24)
T1561,Disk Wipe,CM1104,Passive Decoys,Use a factitious system or resource to decoy adversary attacks away from operational resources to increase the adversary's workload or to observe adversary activities.,SC-26 | SC-29
T1561,Disk Wipe,CM1116,Dynamic Data Location,Dynamically move data resources.,SC-30(3)
T1561,Disk Wipe,CM1122,Perform Mission Damage Assessment,Determine the mission consequences of adversary activities (e.g. which resources can be relied on; how quickly how completely and with what confidence mission-essential services data and communications can be restored from backups or alternative resources).,CP-2(8) | RA-9 | SI-4(1) | SI-7 | SI-7(1)
T1561,Disk Wipe,CM1138,Switch to Alternative Data Sources,Switch to one or more alternative data sources to ensure adequate data quality or rebuild destroyed data.,IR-4(2) | SI-22
T1561,Disk Wipe,CM1139,Dynamically Reprovision,Reconfigure or reallocate resources to route around damage.,AC-4(3) | IR-4(2) | SC-7(20)
T1561,Disk Wipe,CM1141,Reconstruct Compromised Assets,Reconstruct assets (e.g. files software components) that have been damaged destroyed or modified in a way that makes them suspect.,CP-9 | IR-4(9) | SC-36 | SI-22 | SI-23
T1561,Disk Wipe,CM1142,Switch to Protected Hot Shadow,Switch (failover) to a duplicate system in a protected enclave that subject to additional quality controls on data and software updates mirrors the system that has been compromised.,AC-4(2) | AC-4(8) | CP-2(5) | CP-9(6) | IR-4(2)
